,R_nm,wavelength_nm,abs
4778,33.75,880.6875176491155,0.19393686694432974
4779,33.75,886.0319289010106,0.19074240581987892
4780,33.75,891.4087724640916,0.18757713835034198
4781,33.75,896.8182451523296,0.18568673154310472
4782,33.75,902.260544974055,0.18384846228605914
4783,33.75,907.7358711391995,0.18204040433425317
4784,33.75,913.2444240665931,0.18026067545436858
4785,33.75,918.7864053912986,0.17850921311481355
4786,33.75,924.362017971989,0.17678953063426162
4787,33.75,929.9714658983793,0.17510379001046647
4788,33.75,935.6149544986898,0.17345798107477045
4789,33.75,941.2926903471684,0.17185890344406587
4790,33.75,947.0048812716491,0.17031621164274785
4791,33.75,952.7517363611568,0.16884156935655226
4792,33.75,958.5334659735669,0.16744901668021436
4793,33.75,964.3502817432984,0.16615480433019109
4794,33.75,970.2023965890664,0.16497764885421587
4795,33.75,976.0900247216728,0.16393893792236638
4796,33.75,982.013381651848,0.16306165357935434
4797,33.75,987.9726841981374,0.16342593705922312
4798,33.75,993.9681504948426,0.16446893910737637
4799,33.75,999.9999999999998,0.1658909087957304
4800,35.0,299.99999999999994,1.2354469701273203
4801,35.0,301.8205360510256,1.2272811415281981
4802,35.0,303.65211994042846,1.219552700007958
4803,35.0,305.4948187115015,1.2121401252695532
4804,35.0,307.34869981438766,1.2049911523061534
4805,35.0,309.21383110854777,1.1980337337619666
4806,35.0,311.090280865244,1.1912077427385335
4807,35.0,312.9781177700405,1.1844210746911348
4808,35.0,314.8774109253156,1.177320651094757
4809,35.0,316.78822985279277,1.1696635864081493
4810,35.0,318.7106444960851,1.161223360528899
4811,35.0,320.6447252232542,1.1518790848532705
4812,35.0,322.590542829388,1.1416868069407387
4813,35.0,324.5481685391911,1.1306705095276777
4814,35.0,326.51767400959096,1.1190934927620255
4815,35.0,328.4991313323629,1.1072833562675466
4816,35.0,330.49261303676684,1.0955521008804248
4817,35.0,332.49819209220385,1.0842166899892396
4818,35.0,334.5159419108865,1.0733038030747093
4819,35.0,336.5459363505251,1.0626275062593178
4820,35.0,338.5882497170328,1.0519245032296156
4821,35.0,340.64295676724487,1.0408210414694812
4822,35.0,342.710132711654,1.028923283346967
4823,35.0,344.7898532171655,1.0159212093239085
4824,35.0,346.8821944098645,1.0014637583006873
4825,35.0,348.9872328778047,0.9854706640003442
4826,35.0,351.1050456738107,0.9680460192349529
4827,35.0,353.235710318298,0.9494638127237907
4828,35.0,355.37930480211173,0.9302332041208504
4829,35.0,357.53590758938094,0.9108081186586506
4830,35.0,359.70559762038977,0.8916045454329459
4831,35.0,361.8884543144689,0.8730587172031467
4832,35.0,364.0845575729004,0.8555203017250971
4833,35.0,366.29398778184435,0.8392479400876522
4834,35.0,368.5168258152807,0.8244951217322339
4835,35.0,370.7531530379682,0.8113888820573617
4836,35.0,373.00305130842503,0.7997132114773821
4837,35.0,375.26660298192394,0.7893721752298553
4838,35.0,377.54389091350566,0.7802259673789064
4839,35.0,379.8349984610141,0.7721185478888224
4840,35.0,382.1400094881463,0.7649547358694944
4841,35.0,384.4590083675211,0.7585945160708014
4842,35.0,386.7920799837703,0.7527145603879216
4843,35.0,389.1393097366425,0.7471380701167326
4844,35.0,391.50078354413176,0.7416790784112604
4845,35.0,393.87658784562177,0.7361454513225596
4846,35.0,396.2668096050482,0.730340432109322
4847,35.0,398.6715363140849,0.7241445613004762
4848,35.0,401.0908559953435,0.7173502911329303
4849,35.0,403.5248572055977,0.7097982476063386
4850,35.0,405.97362903902393,0.7014295435474088
4851,35.0,408.4372611304615,0.692252614759822
4852,35.0,410.9158436586954,0.6823343353441129
4853,35.0,413.4094673497567,0.6718154769610035
4854,35.0,415.91822348024186,0.6609583146994746
